Settings,,,Holdings,,,,
,,,Asset ID,Asset Name,ISIN,Osmosis Sector,Osmosis Sector - June 19
,,,AUSCUY1,TELSTRA CORPORATION LTD,AU000000TLS2,Fixed Line Telecommunications,Fixed Line Telecommunications
,,,AUSCWY1,AMP LTD,AU000000AMP6,N/A,N/A
,,,AUSCZU1,MIRVAC GROUP,AU000000MGR9,N/A,N/A
,,,AUSDIC1,INSURANCE AUSTRALIA GROUP LTD,AU000000IAG3,N/A,N/A
,,,HKGAAA1,HANG LUNG PROPERTIES LTD,HK0101000591,N/A,N/A
,,,HKGAAB1,BANK OF EAST ASIA LTD,HK0023000190,N/A,N/A
,,,HKGAAE1,CK HUTCHISON HOLDINGS,KYG217651051,N/A,N/A
,,,HKGAAP1,HENDERSON LAND DEVELOPMENT CO LTD,HK0012000102,N/A,N/A
,,,HKGABL1,SUN HUNG KAI PROPERTIES LTD,HK0016000132,N/A,N/A
,,,HKGABM1,SWIRE PACIFIC LTD,HK0019000162,General Industrials,General Industrials
,,,HKGADN1,CLP HOLDINGS LTD,HK0002007356,Electricity,Electricity
,,,HKGAGH1,HANG SENG BANK LTD,HK0011000095,N/A,N/A
,,,HKGAGZ1,POWER ASSETS HOLDINGS LTD,HK0006000050,Electricity,Electricity
,,,HKGAHK1,HONG KONG AND CHINA GAS CO LTD,HK0003000038,"Gas, Water & Multiutilities","Gas, Water & Multiutilities"
,,,HKGAKK1,NEW WORLD DEVELOPMENT CO LTD,HK0017000149,N/A,N/A
,,,HKGAMX1,SINO LAND CO LTD,HK0083000502,N/A,N/A
,,,HKGAPN1,WHEELOCK AND CO LTD,HK0020000177,N/A,N/A
,,,HKGATD1,YUE YUEN INDUSTRIAL (HOLDINGS) LTD,BMG988031446,N/A,N/A
,,,HKGAZN1,PCCW LIMITED,HK0008011667,Mobile Telecommunications,Mobile Telecommunications
,,,HKGBBU1,CK INFRASTRUCTURE HOLDINGS LTD,BMG2178K1009,General Industrials,General Industrials
,,,HKGBBX1,KERRY PROPERTIES LTD,BMG524401079,N/A,N/A
,,,HKGBMI1,MTR CORP LTD,HK0066009694,Travel & Leisure,Travel & Leisure
,,,JPNAMV1,OBAYASHI CORP,JP3190000004,Construction & Materials,Construction & Materials
,,,JPNAMW1,SHIMIZU CORP,JP3358800005,Construction & Materials,Construction & Materials
,,,JPNANE1,KAJIMA CORP,JP3210200006,Construction & Materials,Construction & Materials
,,,JPNAPD1,DAITO TRUST CONSTRUCTION CO LTD,JP3486800000,N/A,N/A
,,,JPNAQG1,DAIWA HOUSE INDUSTRY CO LTD,JP3505000004,Household Goods,Household Goods
,,,JPNAQJ1,SEKISUI HOUSE LTD,JP3420600003,Construction & Materials,Construction & Materials
,,,JPNARQ1,JGC HOLDINGS CORP,JP3667600005,N/A,N/A
,,,JPNASL1,NISSHIN SEIFUN GROUP INC,JP3676800000,Food Producers,Food Producers
,,,JPNATR1,YAMAZAKI BAKING CO LTD,JP3935600001,Food Producers,Food Producers
,,,JPNATZ1,MEIJI HOLDINGS CO LTD,JP3918000005,Food Producers,Food Producers
,,,JPNAUD1,YAKULT HONSHA,JP3931600005,Food Producers,Food Producers
,,,JPNAUF1,NH FOODS LTD,JP3743000006,Food Producers,Food Producers
,,,JPNAUN1,ASAHI GROUP HOLDINGS LTD,JP3116000005,Beverages,Beverages
,,,JPNAUO1,KIRIN HOLDINGS CO LTD,JP3258000003,Beverages,Beverages
,,,JPNAVM1,KIKKOMAN CORP,JP3240400006,Food Producers,Food Producers
,,,JPNAVN1,AJINOMOTO CO INC,JP3119600009,Food Producers,Food Producers
,,,JPNAWF1,NISSIN FOODS HOLDINGS CO LTD,JP3675600005,Food Producers,Food Producers
,,,JPNAYC1,TEIJIN LTD,JP3544000007,Chemicals,Chemicals
,,,JPNAYD1,TORAY INDUSTRIES INC,JP3621000003,Chemicals,Chemicals
,,,JPNAYG1,KURARAY CO LTD,JP3269600007,Chemicals,Chemicals
,,,JPNAYH1,ASAHI KASEI CORP,JP3111200006,Chemicals,Chemicals
,,,JPNAZX1,OJI HOLDINGS CORP,JP3174410005,Forestry & Paper,Forestry & Paper
,,,JPNBBH1,SHOWA DENKO KK,JP3368000000,Chemicals,Chemicals
,,,JPNBBI1,SUMITOMO CHEMICAL CO LTD,JP3401400001,Chemicals,Chemicals
,,,JPNBBM1,MITSUBISHI CHEMICAL HOLDINGS CORP,JP3897700005,Chemicals,Chemicals
,,,JPNBBX1,TOSOH CORP,JP3595200001,Chemicals,Chemicals
,,,JPNBCG1,SHIN-ETSU CHEMICAL CO LTD,JP3371200001,Chemicals,Chemicals
,,,JPNBCR1,TAIYO NIPPON SANSO CORP,JP3711600001,Chemicals,Chemicals
,,,JPNBDO1,KYOWA KIRIN CO LTD,JP3256000005,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,JPNBDP1,MITSUBISHI GAS CHEMICAL CO INC,JP3896800004,Chemicals,Chemicals
,,,JPNBDQ1,MITSUI CHEMICALS INC,JP3888300005,Chemicals,Chemicals
,,,JPNBDS1,JSR CORP,JP3385980002,Chemicals,Chemicals
,,,JPNBDW1,DAICEL CORPORATION,JP3485800001,Chemicals,Chemicals
,,,JPNBDY1,SEKISUI CHEMICAL CO LTD,JP3419400001,Household Goods,Household Goods
,,,JPNBEJ1,HITACHI CHEMICAL CO LTD,JP3785000005,Chemicals,Chemicals
,,,JPNBFI1,KAO CORP,JP3205800000,Personal Goods,Personal Goods
,,,JPNBFL1,DAIICHI SANKYO CO LTD,JP3475350009,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,JPNBFM1,TAKEDA PHARMACEUTICAL CO LTD,JP3463000004,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,JPNBFN1,ASTELLAS PHARMA INC,JP3942400007,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,JPNBFP1,SUMITOMO DAINIPPON PHARMA CO LTD,JP3495000006,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,JPNBFQ1,SHIONOGI & CO LTD,JP3347200002,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,JPNBGA1,CHUGAI PHARMACEUTICAL CO LTD,JP3519400000,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,JPNBGE1,EISAI CO LTD,JP3160400002,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,JPNBGI1,ONO PHARMACEUTICAL CO LTD,JP3197600004,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,JPNBGP1,TAISHO PHARMACEUTICAL HOLDINGS CO LTD,JP3442850008,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,JPNBGW1,TERUMO CORP,JP3546800008,Healthcare Equipment & Services,Healthcare Equipment & Services
,,,JPNBHC1,NIPPON PAINT HOLDINGS CO LTD,JP3749400002,N/A,N/A
,,,JPNBHR1,FUJIFILM HOLDINGS CORP,JP3814000000,Leisure Goods,Leisure Goods
,,,JPNBHS1,KONICA MINOLTA INC,JP3300600008,Leisure Goods,Leisure Goods
,,,JPNBHU1,SHISEIDO CO LTD,JP3351600006,Personal Goods,Personal Goods
,,,JPNBHV1,LION CORP,JP3965400009,Personal Goods,Personal Goods
,,,JPNBIJ1,JXTG HOLDINGS INC,JP3386450005,Oil & Gas Producers,Oil & Gas Producers
,,,JPNBJD1,BRIDGESTONE CORP,JP3830800003,Automobiles & Parts,Automobiles & Parts
,,,JPNBJS1,AGC INC,JP3112000009,Construction & Materials,Construction & Materials
,,,JPNBJZ1,HOYA CORP,JP3837800006,N/A,N/A
,,,JPNBKH1,TAIHEIYO CEMENT CORP,JP3449020001,Construction & Materials,Construction & Materials
,,,JPNBLG1,TOTO LTD,JP3596200000,Construction & Materials,Construction & Materials
,,,JPNBLH1,NGK INSULATORS LTD,JP3695200000,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,JPNBLI1,NGK SPARK PLUG CO LTD,JP3738600000,Automobiles & Parts,Automobiles & Parts
,,,JPNBML1,NIPPON STEEL CORPORATION,JP3381000003,Industrial Metals,Industrial Metals
,,,JPNBMM1,JFE HOLDINGS INC,JP3386030005,Industrial Metals,Industrial Metals
,,,JPNBNM1,MARUICHI STEEL TUBE,JP3871200006,N/A,N/A
,,,JPNBNW1,HITACHI METALS LTD,JP3786200000,Industrial Metals,Industrial Metals
,,,JPNBPD1,MITSUBISHI MATERIALS CORP,JP3903000002,N/A,N/A
,,,JPNBPF1,SUMITOMO METAL MINING CO LTD,JP3402600005,Mining,Mining
,,,JPNBPX1,SUMITOMO ELECTRIC INDUSTRIES LTD,JP3407400005,Automobiles & Parts,Automobiles & Parts
,,,JPNBQR1,TOYO SEIKAN GROUP HOLDINGS LTD,JP3613400005,General Industrials,General Industrials
,,,JPNBRU1,LIXIL GROUP CORP,JP3626800001,Construction & Materials,Construction & Materials
,,,JPNBUA1,AMADA HOLDINGS CO LTD,JP3122800000,Industrial Metals,Industrial Metals
,,,JPNBUX1,TOYOTA INDUSTRIES CORP,JP3634600005,Automobiles & Parts,Automobiles & Parts
,,,JPNBVU1,SMC CORP,JP3162600005,N/A,N/A
,,,JPNBVZ1,KOMATSU LTD,JP3304200003,Industrial Engineering,Industrial Engineering
,,,JPNBWA1,SUMITOMO HEAVY INDUSTRIES LTD,JP3405400007,Industrial Engineering,Industrial Engineering
,,,JPNBWQ1,KUBOTA CORP,JP3266400005,Industrial Engineering,Industrial Engineering
,,,JPNBXW1,DAIKIN INDUSTRIES LTD,JP3481800005,Industrial Engineering,Industrial Engineering
,,,JPNBXZ1,KURITA WATER INDUSTRIES LTD,JP3270000007,Industrial Engineering,Industrial Engineering
,,,JPNBZX1,NSK LTD,JP3720800006,Industrial Engineering,Industrial Engineering
,,,JPNBZZ1,JTEKT CORP,JP3292200007,Automobiles & Parts,Automobiles & Parts
,,,JPNCAE1,MINEBEA MITSUMI INC,JP3906000009,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,JPNCAN1,HITACHI LTD,JP3788600009,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,JPNCAO1,TOSHIBA CORP,JP3592200004,General Industrials,General Industrials
,,,JPNCAP1,MITSUBISHI ELECTRIC CORP,JP3902400005,Industrial Engineering,Industrial Engineering
,,,JPNCAQ1,FUJI ELECTRIC CO LTD,JP3820000002,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,JPNCAS1,YASKAWA ELECTRIC CORP,JP3932000007,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,JPNCBE1,MAKITA CORP,JP3862400003,Household Goods,Household Goods
,,,JPNCBS1,OMRON CORP,JP3197800000,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,JPNCBZ1,NEC CORP,JP3733000008,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,JPNCCA1,FUJITSU LTD,JP3818000006,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,JPNCCX1,PANASONIC CORP,JP3866800000,Leisure Goods,Leisure Goods
,,,JPNCCY1,SHARP CORP,JP3359600008,Leisure Goods,Leisure Goods
,,,JPNCDC1,SONY CORP,JP3435000009,Leisure Goods,Leisure Goods
,,,JPNCDF1,TDK CORP,JP3538800008,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,JPNCDN1,ALPS ALPINE CO LTD,JP3126400005,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,JPNCEN1,HIROSE ELECTRIC CO LTD,JP3799000009,N/A,N/A
,,,JPNCEX1,YOKOGAWA ELECTRIC CORP,JP3955000009,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,JPNCFL1,ADVANTEST CORP,JP3122400009,N/A,N/A
,,,JPNCFP1,KEYENCE CORP,JP3236200006,N/A,N/A
,,,JPNCFR1,DENSO CORP,JP3551500006,Automobiles & Parts,Automobiles & Parts
,,,JPNCFU1,STANLEY ELECTRIC CO LTD,JP3399400005,Automobiles & Parts,Automobiles & Parts
,,,JPNCGJ1,CASIO COMPUTER CO LTD,JP3209000003,Leisure Goods,Leisure Goods
,,,JPNCGL1,FANUC CORP,JP3802400006,Industrial Engineering,Industrial Engineering
,,,JPNCGR1,ROHM CO LTD,JP3982800009,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,JPNCGX1,KYOCERA CORP,JP3249600002,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,JPNCHI1,MURATA MANUFACTURING CO LTD,JP3914400001,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,JPNCHP1,NITTO DENKO CORP,JP3684000007,Chemicals,Chemicals
,,,JPNCIF1,MITSUBISHI HEAVY INDUSTRIES LTD,JP3900000005,Industrial Engineering,Industrial Engineering
,,,JPNCIG1,KAWASAKI HEAVY INDUSTRIES LTD,JP3224200000,Industrial Engineering,Industrial Engineering
,,,JPNCIH1,IHI CORP,JP3134800006,General Industrials,General Industrials
,,,JPNCIU1,NISSAN MOTOR CO LTD,JP3672400003,Automobiles & Parts,Automobiles & Parts
,,,JPNCIV1,ISUZU MOTORS LTD,JP3137200006,Industrial Engineering,Industrial Engineering
,,,JPNCIW1,TOYOTA MOTOR CORP,JP3633400001,Automobiles & Parts,Automobiles & Parts
,,,JPNCIY1,HINO MOTORS LTD,JP3792600003,Industrial Engineering,Industrial Engineering
,,,JPNCJB1,MITSUBISHI MOTORS CORP,JP3899800001,Automobiles & Parts,Automobiles & Parts
,,,JPNCKI1,AISIN SEIKI CO LTD,JP3102000001,Automobiles & Parts,Automobiles & Parts
,,,JPNCKK1,MAZDA MOTOR CORP,JP3868400007,Automobiles & Parts,Automobiles & Parts
,,,JPNCKN1,HONDA MOTOR CO LTD,JP3854600008,Automobiles & Parts,Automobiles & Parts
,,,JPNCKO1,SUZUKI MOTOR CORP,JP3397200001,Automobiles & Parts,Automobiles & Parts
,,,JPNCKP1,SUBARU CORP,JP3814800003,Automobiles & Parts,Automobiles & Parts
,,,JPNCKZ1,TOYODA GOSEI CO LTD,JP3634200004,Automobiles & Parts,Automobiles & Parts
,,,JPNCLI1,SHIMANO INC,JP3358000002,N/A,N/A
,,,JPNCMA1,NIKON CORP,JP3657400002,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,JPNCMC1,OLYMPUS CORP,JP3201200007,Healthcare Equipment & Services,Healthcare Equipment & Services
,,,JPNCMJ1,CANON INC,JP3242800005,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,JPNCMK1,RICOH CO LTD,JP3973400009,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,JPNCNF1,TOPPAN PRINTING CO LTD,JP3629000005,Support Services,Support Services
,,,JPNCNG1,DAI NIPPON PRINTING CO LTD,JP3493800001,Media,Media
,,,JPNCNW1,YAMAHA CORP,JP3942600002,Leisure Goods,Leisure Goods
,,,JPNCON1,NINTENDO CO LTD,JP3756600007,Software & Computer Services,Software & Computer Services
,,,JPNCPL1,ITOCHU CORP,JP3143600009,General Industrials,General Industrials
,,,JPNCPM1,MARUBENI CORP,JP3877600001,Support Services,Support Services
,,,JPNCPY1,TOYOTA TSUSHO CORP,JP3635000007,General Industrials,General Industrials
,,,JPNCQK1,FAMILYMART CO LTD,JP3802600001,N/A,N/A
,,,JPNCQO1,MITSUI & CO LTD,JP3893600001,General Industrials,General Industrials
,,,JPNCQS1,TOKYO ELECTRON LTD,JP3571400005,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,JPNCQT1,HITACHI HIGH-TECHNOLOGIES CORP,JP3678800008,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,JPNCRH1,SUMITOMO CORP,JP3404600003,General Industrials,General Industrials
,,,JPNCRM1,MITSUBISHI CORP,JP3898400001,General Industrials,General Industrials
,,,JPNCVT1,SEVEN & I HOLDINGS CO LTD,JP3422950000,Food & Drug Retailers,Food & Drug Retailers
,,,JPNCXP1,ISETAN MITSUKOSHI HOLDINGS LTD,JP3894900004,General Retailers,General Retailers
,,,JPNCYD1,MARUI GROUP CO LTD,JP3870400003,General Retailers,General Retailers
,,,JPNCYE1,CREDIT SAISON CO LTD,JP3271400008,N/A,N/A
,,,JPNCYR1,AEON CO LTD,JP3388200002,General Retailers,General Retailers
,,,JPNCZV1,SUMITOMO MITSUI FINANCIAL GROUP INC,JP3890350006,N/A,N/A
,,,JPNCZW1,RESONA HOLDINGS INC,JP3500610005,N/A,N/A
,,,JPNDAD1,FUKUOKA FINANCIAL GROUP INC,JP3805010000,N/A,N/A
,,,JPNDAF1,CHIBA BANK LTD,JP3511800009,N/A,N/A
,,,JPNDAG1,CONCORDIA FINANCIAL GRP,JP3305990008,N/A,N/A
,,,JPNDAW1,SHIZUOKA BANK LTD,JP3351200005,N/A,N/A
,,,JPNDBJ1,BANK OF KYOTO LTD,JP3251200006,N/A,N/A
,,,JPNDCN1,SUMITOMO MITSUI TRUST HOLDINGS INC,JP3892100003,N/A,N/A
,,,JPNDEJ1,ORIX CORP,JP3200450009,N/A,N/A
,,,JPNDEP1,DAIWA SECURITIES GROUP INC,JP3502200003,N/A,N/A
,,,JPNDES1,NOMURA HOLDINGS INC,JP3762600009,N/A,N/A
,,,JPNDFP1,TOKIO MARINE HOLDINGS INC,JP3910660004,N/A,N/A
,,,JPNDFQ1,MS&AD INSURANCE GROUP HOLDINGS INC,JP3890310000,N/A,N/A
,,,JPNDFT1,SOMPO HOLDINGS INC,JP3165000005,N/A,N/A
,,,JPNDGD1,MITSUI FUDOSAN CO LTD,JP3893200000,N/A,N/A
,,,JPNDGE1,MITSUBISHI ESTATE CO LTD,JP3899600005,N/A,N/A
,,,JPNDGP1,SUMITOMO REALTY & DEVELOPMENT CO LTD,JP3409000001,N/A,N/A
,,,JPNDHH1,TOBU RAILWAY CO LTD,JP3597800006,Industrial Transportation,Industrial Transportation
,,,JPNDHL1,TOKYU CORP,JP3574200006,Travel & Leisure,Travel & Leisure
,,,JPNDHM1,KEIKYU CORP,JP3280200001,N/A,N/A
,,,JPNDHN1,ODAKYU ELECTRIC RAILWAY CO LTD,JP3196000008,N/A,N/A
,,,JPNDHO1,KEIO CORP,JP3277800003,N/A,N/A
,,,JPNDHY1,KINTETSU GROUP HOLDINGS CO LTD,JP3260800002,Industrial Transportation,Industrial Transportation
,,,JPNDHZ1,HANKYU HANSHIN HOLDINGS INC,JP3774200004,Travel & Leisure,Travel & Leisure
,,,JPNDIE1,NAGOYA RAILROAD,JP3649800004,Travel & Leisure,Travel & Leisure
,,,JPNDII1,NIPPON EXPRESS CO LTD,JP3729400006,Travel & Leisure,Travel & Leisure
,,,JPNDIJ1,YAMATO HOLDINGS CO LTD,JP3940000007,General Retailers,General Retailers
,,,JPNDJE1,NIPPON YUSEN KK,JP3753000003,Industrial Transportation,Industrial Transportation
,,,JPNDJG1,MITSUI OSK LINES LTD,JP3362700001,Industrial Transportation,Industrial Transportation
,,,JPNDKG1,ANA HOLDINGS INC,JP3429800000,Travel & Leisure,Travel & Leisure
,,,JPNDLU1,NIPPON TELEGRAPH AND TELEPHONE CORP,JP3735400008,Fixed Line Telecommunications,Fixed Line Telecommunications
,,,JPNDLX1,TOKYO ELECTRIC POWER COMPANY HLDS INC,JP3585800000,Electricity,Electricity
,,,JPNDLY1,CHUBU ELECTRIC POWER CO INC,JP3526600006,Electricity,Electricity
,,,JPNDLZ1,KANSAI ELECTRIC POWER CO INC,JP3228600007,Electricity,Electricity
,,,JPNDMA1,CHUGOKU ELECTRIC POWER CO INC,JP3522200009,Electricity,Electricity
,,,JPNDMC1,TOHOKU ELECTRIC POWER CO INC,JP3605400005,Electricity,Electricity
,,,JPNDME1,KYUSHU ELECTRIC POWER,JP3246400000,Electricity,Electricity
,,,JPNDMG1,TOKYO GAS CO LTD,JP3573000001,"Gas, Water & Multiutilities","Gas, Water & Multiutilities"
,,,JPNDMH1,OSAKA GAS CO LTD,JP3180400008,"Gas, Water & Multiutilities","Gas, Water & Multiutilities"
,,,JPNDMQ1,TOHO CO LTD,JP3598600009,N/A,N/A
,,,JPNDOG1,SECOM CO LTD,JP3421800008,Support Services,Support Services
,,,JPNDOY1,KONAMI HOLDINGS CO,JP3300200007,N/A,N/A
,,,JPNDTQ1,TAISEI CORP,JP3443600006,Construction & Materials,Construction & Materials
,,,JPNEIS1,KDDI CORP,JP3496400007,Mobile Telecommunications,Mobile Telecommunications
,,,JPNEJB1,ACOM CO LTD,JP3108600002,N/A,N/A
,,,JPNEJJ1,EAST JAPAN RAILWAY CO,JP3783600004,Travel & Leisure,Travel & Leisure
,,,JPNEMS1,FAST RETAILING CO LTD,JP3802300008,General Retailers,General Retailers
,,,JPNEMW1,SOFTBANK GROUP CORP,JP3436100006,N/A,N/A
,,,JPNEOT1,JAPAN TOBACCO INC,JP3726800000,Tobacco,Tobacco
,,,JPNESN1,NTT DATA CORP,JP3165700000,Support Services,Support Services
,,,JPNEWC1,BENESSE HOLDINGS INC,JP3835620000,General Retailers,General Retailers
,,,JPNFBX1,WEST JAPAN RAILWAY CO,JP3659000008,Travel & Leisure,Travel & Leisure
,,,JPNFEJ1,ORIENTAL LAND CO LTD,JP3198900007,Travel & Leisure,Travel & Leisure
,,,JPNFIP1,CENTRAL JAPAN RAILWAY CO,JP3566800003,Travel & Leisure,Travel & Leisure
,,,JPNFMU1,TREND MICRO INC,JP3637300009,N/A,N/A
,,,JPNFNP1,NTT DOCOMO INC,JP3165650007,Mobile Telecommunications,Mobile Telecommunications
,,,JPNFOR1,ORACLE CORP JAPAN,JP3689500001,N/A,N/A
,,,JPNFSD1,ITOCHU TECHNO-SOLUTIONS CORP,JP3143900003,N/A,N/A
,,,JPNFVX1,LAWSON INC,JP3982100004,Food & Drug Retailers,Food & Drug Retailers
,,,JPNFXU1,MIZUHO FINANCIAL GROUP INC,JP3885780001,N/A,N/A
,,,JPNGBP1,MITSUBISHI UFJ FINANCIAL GROUP INC,JP3902900004,N/A,N/A
,,,NZEAAS4,FLETCHER BUILDING LTD,NZFBUE0001S0,Construction & Materials,Construction & Materials
,,,NZEACV1,SPARK NEW ZEALAND LTD,NZTELE0001S4,Fixed Line Telecommunications,Fixed Line Telecommunications
,,,NZEATQ1,AUCKLAND INTERNATIONAL AIRPORT LTD,NZAIAE0002S6,Industrial Transportation,Industrial Transportation
,,,NZEAVC1,FISHER & PAYKEL HEALTHCARE CORP LTD,NZFAPE0001S2,N/A,N/A
,,,SINAAE1,CITY DEVELOPMENTS LTD,SG1R89002252,N/A,N/A
,,,SINAAF1,JARDINE CYCLE & CARRIAGE LTD,SG1B51001017,N/A,N/A
,,,SINAAG1,CAPITALAND LTD,SG1J27887962,N/A,N/A
,,,SINAAH1,DBS GROUP HOLDINGS LTD,SG1L01001701,N/A,N/A
,,,SINAAL1,KEPPEL CORPORATION LTD,SG1U68934629,Oil Equipment & Services,Oil Equipment & Services
,,,SINAAT1,OVERSEA-CHINESE BANKING CORP LTD,SG1S04926220,N/A,N/A
,,,SINAAW1,COMFORTDELGRO CORPORAT,SG1N31909426,Industrial Transportation,Industrial Transportation
,,,SINAAX1,SINGAPORE PRESS HOLDINGS LTD,SG1P66918738,N/A,N/A
,,,SINABC1,UNITED OVERSEAS BANK LTD,SG1M31001969,N/A,N/A
,,,SINABD1,UOL GROUP LTD,SG1S83002349,N/A,N/A
,,,SINAIO1,SINGAPORE AIRLINES LTD,SG1V61937297,Travel & Leisure,Travel & Leisure
,,,SINANO1,VENTURE CORPORATION LTD,SG0531000230,N/A,N/A
,,,SINAOH1,SINGAPORE TELECOMMUNICATIONS,SG1T75931496,Mobile Telecommunications,Mobile Telecommunications
,,,SINATZ1,SINGAPORE TECHNOLOGIES ENGINEERING LTD,SG1F60858221,N/A,N/A
,,,SINAYM1,SEMBCORP INDUSTRIES LTD,SG1R50925390,"Gas, Water & Multiutilities","Gas, Water & Multiutilities"
,,,AUTAAP1,OMV AG,AT0000743059,Oil & Gas Producers,Oil & Gas Producers
,,,AUTAAQ1,VERBUND AG,AT0000746409,Electricity,Electricity
,,,AUTAFK1,VOESTALPINE AG,AT0000937503,N/A,N/A
,,,AUTAFM1,ERSTE GROUP BANK AG,AT0000652011,N/A,N/A
,,,AUTAKS1,ANDRITZ AG,AT0000730007,N/A,N/A
,,,BELAAA1,AGEAS SA,BE0974264930,N/A,N/A
,,,BELAAB1,UMICORE SA,BE0974320526,Chemicals,Chemicals
,,,BELAAO1,COLRUYT SA,BE0974256852,N/A,N/A
,,,BELAAP1,GROEP BRUSSEL LAMBERT NV,BE0003797140,N/A,N/A
,,,BELABB2,KBC GROEP NV,BE0003565737,N/A,N/A
,,,BELABL1,SOLVAY SA,BE0003470755,Chemicals,Chemicals
,,,BELABN1,UCB SA,BE0003739530,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,BELAQH1,ANHEUSER BUSCH INBEV NV,BE0974293251,Beverages,Beverages
,,,DENABD3,CARLSBERG A/S,DK0010181759,Beverages,Beverages
,,,DENABN1,COLOPLAST A/S,DK0060448595,Healthcare Equipment & Services,Healthcare Equipment & Services
,,,DENACA2,AP MOELLER - MAERSK A/S,DK0010244508,Industrial Transportation,Industrial Transportation
,,,DENACN1,DANSKE BANK A/S,DK0010274414,N/A,N/A
,,,DENAHC1,NOVO NORDISK A/S,DK0060534915,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,DENAKW1,DEMANT A/S,DK0060738599,N/A,N/A
,,,DENAOE1,VESTAS WIND SYSTEMS A/S,DK0010268606,Alternative Energy,Alternative Energy
,,,DENAOY1,H LUNDBECK A/S,DK0010287234,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,DENAQG1,NOVOZYMES A/S,DK0060336014,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,FINAAC4,STORA ENSO OYJ,FI0009005961,Forestry & Paper,Forestry & Paper
,,,FINAAL4,NOKIA OYJ,FI0009000681,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,FINAAO2,UPM-KYMMENE OYJ,FI0009005987,Forestry & Paper,Forestry & Paper
,,,FINAAP1,SAMPO PLC,FI0009003305,N/A,N/A
,,,FINAAU1,METSO OYJ,FI0009007835,Industrial Engineering,Industrial Engineering
,,,FINAF51,FORTUM OYJ,FI0009007132,Electricity,Electricity
,,,FINAGI1,ELISA OYJ,FI0009007884,N/A,N/A
,,,FRAAAA1,ACCOR SA,FR0000120404,Travel & Leisure,Travel & Leisure
,,,FRAAAC1,AIR LIQUIDE SA,FR0000120073,Chemicals,Chemicals
,,,FRAAAJ1,DANONE SA,FR0000120644,Food Producers,Food Producers
,,,FRAAAL2,BNP PARIBAS SA,FR0000131104,N/A,N/A
,,,FRAAAO2,BOUYGUES SA,FR0000120503,N/A,N/A
,,,FRAAAY1,CAPGEMINI SE,FR0000125338,Software & Computer Services,Software & Computer Services
,,,FRAAAZ1,CARREFOUR SA,FR0000120172,Food & Drug Retailers,Food & Drug Retailers
,,,FRAABA1,CASINO GUICHARD PERRACHON SA,FR0000125585,Food & Drug Retailers,Food & Drug Retailers
,,,FRAABJ1,COMPAGNIE DE SAINT GOBAIN SA,FR0000125007,Construction & Materials,Construction & Materials
,,,FRAABL1,AXA SA,FR0000120628,N/A,N/A
,,,FRAACI1,VIVENDI SA,FR0000127771,N/A,N/A
,,,FRAACP1,ESSILORLUXOTTICA SA,FR0000121667,Healthcare Equipment & Services,Healthcare Equipment & Services
,,,FRAADZ1,LVMH MOET HENNESSY LOUIS VUITTON SE,FR0000121014,Personal Goods,Personal Goods
,,,FRAAEH1,L'OREAL SA,FR0000120321,Personal Goods,Personal Goods
,,,FRAAEP1,MICHELIN (CGDE),FR0000121261,Automobiles & Parts,Automobiles & Parts
